"Sorting.code","Mesh.size","Leaf.condition","Genus","latitude","longitude","mean_kd","mean_mean_daily_temp","Citation"
787,"coarse","senesced","Salix",37.0938,-3.292,0.0305,11.5,"Casasetal_Reg-Riv-Res-Manage_2000"
790,"coarse","senesced","Quercus",40.1854,-8.2303,0.0058,8.8,"Castelaetal_Env-Poll_2008"
791,"coarse","senesced","Quercus",40.1846,-8.2313,0.0113,8.9,"Castelaetal_Env-Poll_2008"
792,"coarse","senesced","Quercus",40.1821,-8.235,0.0087,8.3,"Castelaetal_Env-Poll_2008"
793,"coarse","senesced","Quercus",40.1802,-8.2402,0.0273,10.7,"Castelaetal_Env-Poll_2008"
794,"coarse","senesced","Fagus",43.36,1.26,0.00395,3.25,"Chauvetetal_Can-J-Fish-Aq-Sci_1993"
795,"coarse","senesced","Salix",43.36,1.26,0.01205,3.25,"Chauvetetal_Can-J-Fish-Aq-Sci_1993"
801,"coarse","senesced","Pinus",57.08,-3.31,0.0022625,4.45,"Collenetal_Hydrol-Earth-Sys-Sci_2004"
809,"coarse","senesced","Betula",57.08,-3.31,0.022275,4.45,"Collenetal_Hydrol-Earth-Sys-Sci_2004"
821,"coarse","senesced","Alnus",43.2551,2.1323,0.0177666666666667,7.7,"Cornutetal_FW-Bio_2010"
824,"coarse","senesced","Liquidambar",32.27,-81.3,0.020375,18.1,"Cuffney&Wallace_Arch-Hydrobiol_1987"
828,"coarse","senesced","Quercus",32.27,-81.3,0.004325,18.1,"Cuffney&Wallace_Arch-Hydrobiol_1987"
835,"coarse","senesced","Rhododendron",35,-83.25,0.00327272727272727,12.0545454545455,"Cuffneyetal_FW-Bio_1990"
874,"coarse","senesced","Liquidambar",22.25,114.1,0.03815,16.4,"Dudgeon and Gao 2010 Marine and FW Research"
875,"coarse","green","Ficus",22.25,114.1,0.0391,16.4,"Dudgeon and Gao 2010 Marine and FW Research"
895,"coarse","green","Fagus",48.5,7.18,0.0031,4.93333333333333,"Dangles and Guerold 1998 Arch Hydrobiologia, Dangles and Guerold 2000"
897,"fine","green","Fagus",48.5,7.18,0.000885714285714286,2.97142857142857,"Dangles and Guerold 2001 Arch Hydrobiologia"
911,"coarse","senesced","Alnus",43.15,-2.55,0.0281333333333333,10.0666666666667,"Pozo et al_1998_Hydrobiologia"
914,"coarse","senesced","Eucalyptus",43.15,-2.55,0.008025,9.8875,"Pozo et al_1998_Hydrobiologia"
917,"coarse","senesced","Fagus",48.32,-1.33,0.005,8.50833333333333,"Piscart et al_2009_Enviro Pollution"
918,"fine","senesced","Fagus",48.32,-1.33,0.0370583333333333,8.50833333333333,"Piscart et al_2009_Enviro Pollution"
959,"coarse","senesced","Alnus",41.27,-8.26,0.0240444444444444,13.1777777777778,"Pascoal et al_2003_Freshwater Biol"
960,"fine","senesced","Alnus",41.27,-8.26,0.0143888888888889,13.1777777777778,"Pascoal et al_2003_Freshwater Biol"
971,"coarse","senesced","Alnus",41.41,-8.16,0.0382,12.5,"Pascoal et al_2001_Int Rev of Hydrobiology"
978,"coarse","senesced","Quercus",-43.17,171.48,0.0099,5,"Parkyn and Winterbourn_1997_New Zealand J of Marine and Freshwater Research"
979,"coarse","senesced","Ulmus",-43.17,171.48,0.0269,5,"Parkyn and Winterbourn_1997_New Zealand J of Marine and Freshwater Research"
980,"coarse","senesced","Salix",-43.17,171.48,0.016,5,"Parkyn and Winterbourn_1997_New Zealand J of Marine and Freshwater Research"
981,"coarse","senesced","Nothofagus",-43.17,171.48,0.014,5,"Parkyn and Winterbourn_1997_New Zealand J of Marine and Freshwater Research"
982,"coarse","senesced","Melicytus",-43.17,171.48,0.0135,5,"Parkyn and Winterbourn_1997_New Zealand J of Marine and Freshwater Research"
1000,"coarse","senesced","Salix",39.17,-106.2,0.00483333333333333,4,"Niyogi et al_2001_Ecological App"
1001,"coarse","senesced","Salix",39.17,-106.22,0.013,4,"Niyogi et al_2001_Ecological App, Niyogi et al. 2002 Arch Hydro"
1002,"coarse","senesced","Salix",39.18,-106.21,0.009,4,"Niyogi et al_2001_Ecological App"
1008,"coarse","senesced","Salix",39.32,-105.12,0.013,4,"Niyogi et al_2001_Ecological App"
1009,"coarse","senesced","Salix",39.34,-105.55,0.00633333333333333,4,"Niyogi et al_2001_Ecological App"
1012,"coarse","senesced","Salix",39.37,-105.5,0.005,4,"Niyogi et al_2001_Ecological App"
1013,"coarse","senesced","Salix",39.2,-106.13,0.00733333333333333,4,"Niyogi et al_2001_Ecological App, Niyogi et al. 2002 Arch Hydro"
1016,"coarse","senesced","Salix",39.17,-106.06,0.00633333333333333,4,"Niyogi et al_2001_Ecological App"
1019,"coarse","senesced","Salix",38.48,-106.13,0.008,4,"Niyogi et al_2001_Ecological App"
1022,"coarse","senesced","Salix",40.13,-106.42,0.016,4,"Niyogi et al_2001_Ecological App"
1024,"coarse","senesced","Salix",39.46,-105.41,0.006,4,"Niyogi et al_2001_Ecological App"
1026,"coarse","senesced","Quercus",36,-84.16,0.0153166666666667,10.6333333333333,"Newbold et al_1983_Freshw Biol"
1032,"coarse","senesced","Phragmites",36.07,-115.1,6e-04,25.1,"Nelson_2011_Int Rev Hydrobiol"
1034,"coarse","senesced","Populus",39.15,-106.2,0.0148333333333333,6.37,"Nelson and Roline_2000_J Freshwater Ecol"
1040,"coarse","senesced","Populus",40.28,-108.32,0.016275,13.3666666666667,"Nelson and Andersen_2007_Southwestern Naturalist"
1041,"fine","senesced","Populus",40.28,-108.32,0.012,13.3666666666667,"Nelson and Andersen_2007_Southwestern Naturalist"
1097,"coarse","senesced","Salix",-20.31,151.39,0.0535,15.5,"Pidgeon & Cairns_1981_Hydrobiologia"
1098,"fine","senesced","Salix",-20.31,151.39,0.0155,15.5,"Pidgeon & Cairns_1981_Hydrobiologia"
1099,"coarse","senesced","Eucalyptus",-20.31,151.39,0.0187,15.5,"Pidgeon & Cairns_1981_Hydrobiologia"
1100,"fine","senesced","Eucalyptus",-20.31,151.39,0.0083,15.5,"Pidgeon & Cairns_1981_Hydrobiologia"
1106,"coarse","senesced","Alnus",43.1236,-3.1512,0.0377,8.9,"Perez et al 2011 Int Rev Hydrobiologia"
1109,"coarse","senesced","Alnus",43,-2.5288,0.0158,7.6,"Perez et al 2011 Int Rev Hydrobiologia"
1112,"coarse","senesced","Alnus",43.1424,-1.5248,0.029,9.6,"Perez et al 2011 Int Rev Hydrobiologia"
1114,"coarse","senesced","Alnus",41.4912,-2.27,0.0298,9.4,"Perez et al 2011 Int Rev Hydrobiologia"
1116,"coarse","senesced","Alnus",41.4612,-2.2548,0.0258,6.5,"Perez et al 2011 Int Rev Hydrobiologia"
1118,"coarse","senesced","Alnus",41.4648,-2.4948,0.0281,3.7,"Perez et al 2011 Int Rev Hydrobiologia"
1123,"coarse","senesced","Alnus",0.06,-78.39,0.0195,18.2,"Encalada et al 2010 Freshwater Biology"
1124,"fine","senesced","Alnus",0.06,-78.39,0.006,18.2,"Encalada et al 2010 Freshwater Biology"
1131,"coarse","senesced","Salix",69.18,-152.29,0.009398282,8.2,"Benstead et al. 2005 Freshwater Biology"
1135,"fine","senesced","Alnus",-41.24,-71.28,0.0026,1.9,"Boyero et al. 2011 Ecology Letters"
1136,"fine","senesced","Alnus",-19.27,-43.52,0.0176,17.3,"Boyero et al. 2011 Ecology Letters"
1137,"fine","senesced","Alnus",-36.88,-67,0.0064,11.9,"Boyero et al. 2011 Ecology Letters"
1138,"fine","senesced","Alnus",10.43,-84.03,0.037,26,"Boyero et al. 2011 Ecology Letters"
1139,"fine","senesced","Alnus",5.07,-53.01,0.0252,24.4,"Boyero et al. 2011 Ecology Letters"
1140,"fine","senesced","Alnus",43.42,2.02,0.0085,9.7,"Boyero et al. 2011 Ecology Letters"
1141,"fine","senesced","Alnus",47.8,8.32,0.0198,5.4,"Boyero et al. 2011 Ecology Letters"
1142,"fine","senesced","Alnus",22.43,114.15,0.0026,15.4,"Boyero et al. 2011 Ecology Letters"
1143,"fine","senesced","Alnus",8.8,77.32,0.0048,18,"Boyero et al. 2011 Ecology Letters"
1144,"fine","senesced","Alnus",35.83,138.52,0.0186,10.1,"Boyero et al. 2011 Ecology Letters"
1145,"fine","senesced","Alnus",-0.37,35.93,0.0052,16.5,"Boyero et al. 2011 Ecology Letters"
1146,"fine","senesced","Alnus",19.73,-100.66,0.0219,15.6,"Boyero et al. 2011 Ecology Letters"
1147,"fine","senesced","Alnus",3.15,113.94,0.0082,23.7,"Boyero et al. 2011 Ecology Letters"
1148,"fine","senesced","Alnus",-30.26,153.04,0.0185,12.3,"Boyero et al. 2011 Ecology Letters"
1149,"fine","senesced","Alnus",42.75,-76.75,0.0056,6.2,"Boyero et al. 2011 Ecology Letters"
1150,"fine","senesced","Alnus",-40.81,175.54,0.0046,12.7,"Boyero et al. 2011 Ecology Letters"
1151,"fine","senesced","Alnus",9.09,-79.44,0.0428,24.1,"Boyero et al. 2011 Ecology Letters"
1152,"fine","senesced","Alnus",18.32,-65.82,0.0876,21.8,"Boyero et al. 2011 Ecology Letters"
1153,"fine","senesced","Alnus",40.08,-8.02,0.0136,8.2,"Boyero et al. 2011 Ecology Letters"
1154,"fine","senesced","Alnus",-18.98,146.17,0.019,15.5,"Boyero et al. 2011 Ecology Letters"
1155,"fine","senesced","Alnus",-42.78,147.18,0.0132,11.3,"Boyero et al. 2011 Ecology Letters"
1156,"fine","senesced","Alnus",10.69,-62.29,0.0535,24.7,"Boyero et al. 2011 Ecology Letters"
1157,"coarse","senesced","Alnus",-41.24,-71.28,0.0217,1.9,"Boyero et al. 2011 Ecology Letters"
1158,"coarse","senesced","Alnus",-19.27,-43.52,0.0118,17.3,"Boyero et al. 2011 Ecology Letters"
1159,"coarse","senesced","Alnus",-36.88,-67,0.0424,11.9,"Boyero et al. 2011 Ecology Letters"
1160,"coarse","senesced","Alnus",10.43,-84.03,0.0479,26,"Boyero et al. 2011 Ecology Letters"
1161,"coarse","senesced","Alnus",5.07,-53.01,0.0104,24.4,"Boyero et al. 2011 Ecology Letters"
1162,"coarse","senesced","Alnus",43.42,2.02,0.0633,9.7,"Boyero et al. 2011 Ecology Letters"
1163,"coarse","senesced","Alnus",47.8,8.32,0.0777,5.4,"Boyero et al. 2011 Ecology Letters"
1164,"coarse","senesced","Alnus",22.43,114.15,0.0698,15.4,"Boyero et al. 2011 Ecology Letters"
1165,"coarse","senesced","Alnus",8.8,77.32,0.035,18,"Boyero et al. 2011 Ecology Letters"
1166,"coarse","senesced","Alnus",35.83,138.52,0.0693,10.1,"Boyero et al. 2011 Ecology Letters"
1167,"coarse","senesced","Alnus",-0.37,35.93,0.0216,16.5,"Boyero et al. 2011 Ecology Letters"
1168,"coarse","senesced","Alnus",19.73,-100.66,0.0696,15.6,"Boyero et al. 2011 Ecology Letters"
1169,"coarse","senesced","Alnus",3.15,113.94,0.0463,23.7,"Boyero et al. 2011 Ecology Letters"
1170,"coarse","senesced","Alnus",-30.26,153.04,0.0518,12.3,"Boyero et al. 2011 Ecology Letters"
1171,"coarse","senesced","Alnus",42.75,-76.75,0.0259,6.2,"Boyero et al. 2011 Ecology Letters"
1172,"coarse","senesced","Alnus",-40.81,175.54,0.0364,12.7,"Boyero et al. 2011 Ecology Letters"
1173,"coarse","senesced","Alnus",9.09,-79.44,0.0483,24.1,"Boyero et al. 2011 Ecology Letters"
1174,"coarse","senesced","Alnus",18.32,-65.82,0.1196,21.8,"Boyero et al. 2011 Ecology Letters"
1175,"coarse","senesced","Alnus",40.08,-8.02,0.0374,8.2,"Boyero et al. 2011 Ecology Letters"
1176,"coarse","senesced","Alnus",-18.98,146.17,0.0767,15.5,"Boyero et al. 2011 Ecology Letters"
1177,"coarse","senesced","Alnus",-42.78,147.18,0.0661,11.3,"Boyero et al. 2011 Ecology Letters"
1178,"coarse","senesced","Alnus",10.69,-62.29,0.0863,24.7,"Boyero et al. 2011 Ecology Letters"
1179,"coarse","senesced","Populus",35,-106,0.0226,9.7,"Harner et al. 2009 Ecological Applications"
1182,"coarse","senesced","Fraxinus",36.2338,-116.1628,0.011737975,28,"Kennedy and Hobbie 2004 Freshwater Biology"
1184,"coarse","senesced","Alnus",48.211,-85.2026,0.00726666666666667,14.2166666666667,"Kreutzweiser et al. 2010 Freshwater Biology"
1185,"coarse","senesced","Alnus",48.1936,-85.2101,0.0115,14.4,"Kreutzweiser et al. 2010 Freshwater Biology"
1186,"coarse","senesced","Alnus",48.1404,-85.2216,0.00536666666666667,12.925,"Kreutzweiser et al. 2010 Freshwater Biology"
1187,"coarse","senesced","Alnus",48.1851,-85.2022,0.00796666666666667,12.86,"Kreutzweiser et al. 2010 Freshwater Biology"
1188,"coarse","senesced","Alnus",48.1626,-85.2324,0.00851666666666667,15.3666666666667,"Kreutzweiser et al. 2010 Freshwater Biology"
1189,"coarse","senesced","Alnus",48.1525,-85.2415,0.00636666666666667,13.4333333333333,"Kreutzweiser et al. 2010 Freshwater Biology"
1191,"coarse","senesced","Alnus",48.1935,-85.2101,0.00734,13.14,"Kreutzweiser et al. 2010 Freshwater Biology"
1232,"coarse","green","Ficus",22.25,114.11,0.037,18.5,"Li et al. 2009 Aquatic Science"
1234,"coarse","senesced","Liquidambar",22.25,114.11,0.0223,15.5,"Li et al. 2009 Aquatic Science"
1238,"coarse","senesced","Liquidambar",22.24,114.13,0.0098,15.8,"Li and Dudgeon 2009 JNABS"
1239,"coarse","senesced","Liquidambar",22.24,114.09,0.0139,15,"Li and Dudgeon 2009 JNABS"
1240,"coarse","senesced","Liquidambar",22.23,114.03,0.0193,15.3,"Li and Dudgeon 2009 JNABS"
1242,"coarse","senesced","Liquidambar",22.3,114.15,0.0087,14.5,"Li and Dudgeon 2009 JNABS"
1243,"coarse","senesced","Liquidambar",22.24,114.07,0.0137,15,"Li and Dudgeon 2009 JNABS"
1244,"coarse","senesced","Liquidambar",22.26,114.19,0.01315,16.3,"Li and Dudgeon 2009 JNABS"
1245,"coarse","senesced","Liquidambar",22.26,114.07,0.0231,16.5,"Li and Dudgeon 2009 JNABS"
1246,"coarse","senesced","Liquidambar",22.24,114.03,0.00915,16.5,"Li and Dudgeon 2009 JNABS"
1247,"coarse","senesced","Liquidambar",22.16,113.57,0.01015,15.5,"Li and Dudgeon 2009 JNABS"
1248,"coarse","senesced","Liquidambar",22.24,114.14,0.0202,15.8,"Li and Dudgeon 2009 JNABS"
1258,"coarse","senesced","Acer",46.28,-89.01,0.0104444444444444,1.53333333333333,"Entrekin et al. 2008 Freshwater Biology"
1294,"coarse","senesced","Acer",36,-84.16,0.0037,9.15,"Mulholland et al. 1987 JNABS"
1328,"coarse","senesced","Populus",36.5403,-111.354,0.0062,10,"Pomeroy et al. 2000 Hydrobiologia"
1329,"coarse","senesced","Salix",36.5403,-111.354,0.0038,10,"Pomeroy et al. 2000 Hydrobiologia"
1339,"coarse","senesced","Nothofagus",-43.02,171.46,0.0038,9.8,"Davis and Winterbourn 1977 Oikos"
1340,"fine","senesced","Ulmus",40.3927,-78.1207,0.0495,9.7,"Sangiorgio et al 2010 Hydrobiologia"
1342,"fine","senesced","Ulmus",40.3215,-78.0426,0.02,10,"Sangiorgio et al 2010 Hydrobiologia"
1343,"fine","senesced","Ulmus",40.3136,-78.074,0.087,9.7,"Sangiorgio et al 2010 Hydrobiologia"
1344,"fine","senesced","Ulmus",40.3125,-77.5948,0.094,9.9,"Sangiorgio et al 2010 Hydrobiologia"
1345,"coarse","senesced","Fraxinus",33.28,-111.36,0.0125,12.5,"Schade and Fisher 1997 JNABS"
1346,"coarse","senesced","Populus",33.28,-111.36,0.0176,12.5,"Schade and Fisher 1997 JNABS"
1347,"coarse","senesced","Platanus",33.28,-111.36,0.005,12.5,"Schade and Fisher 1997 JNABS"
1348,"coarse","senesced","Salix",33.28,-111.36,0.007,12.5,"Schade and Fisher 1997 JNABS"
1354,"coarse","senesced","Alnus",60.2,21.26,0.0177375,17.4,"Schafer et al. 2007 Science of the Total Environment"
1370,"coarse","senesced","Alnus",48.15,-2.55,0.0308333333333333,12.6083333333333,"Schafer et al. 2007 Science of the Total Environment"
1400,"coarse","senesced","Betula",51.3,4.11,0.00246666666666667,13,"Siefert and Mutz 2001 Ecological Engineering"
1403,"coarse","senesced","Acer",38.56,-79.58,0.00555,17.3,"Simmons and Lawrence 2005 Journal of Freshwater Ecology"
1411,"coarse","senesced","Acer",43.32,-70.27,0.0178172413793103,8.16551724137931,"Woodcock and Huryn 2004 Environmental Monitoring and Assessment"
1481,"fine","green","Alnus",42.03,9,0.0011,5,"Schwarz and Schwoerbel 1997 Annales de Limnologie"
1482,"coarse","green","Alnus",42.03,9,0.117,5,"Schwarz and Schwoerbel 1997 Annales de Limnologie"
1483,"fine","green","Quercus",42.03,9,0.00253333333333333,6.56666666666667,"Schwarz and Schwoerbel 1997 Annales de Limnologie"
1484,"coarse","green","Quercus",42.03,9,0.00436666666666667,6.56666666666667,"Schwarz and Schwoerbel 1997 Annales de Limnologie"
1491,"coarse","senesced","Ficus",24.45,121.34,0.0376,17.7,"Shieh et al. 2008 Fundamental and Applied Limnology; Shieh et al. 2007 Zoological Studies"
1492,"coarse","senesced","Quercus",35,-83.25,0.01928,9.16,"Hutchens and Benfield 2000 American Midland Naturalist"
1496,"coarse","senesced","Rhododendron",35,83.3,0.021,14.55,"Schofield et al. 2001 Freshwater Biology"
1500,"coarse","senesced","Acer",35,83.3,0.0058,10.4,"Schofield et al. 2004 Limnology and Oceanography"
1502,"coarse","senesced","Alnus",45.48,5.04,0.011,10.5,"Chergui and Pattee 1990 Internationale Revue der Gesamte Hydrobiologie"
1503,"coarse","senesced","Populus",45.48,5.04,0.006,10.5,"Chergui and Pattee 1990 Internationale Revue der Gesamte Hydrobiologie"
1504,"coarse","senesced","Salix",45.48,5.04,0.004,10.5,"Chergui and Pattee 1990 Internationale Revue der Gesamte Hydrobiologie"
1505,"coarse","green","Potamogeton",45.48,5.04,0.02,10.5,"Chergui and Pattee 1990 Internationale Revue der Gesamte Hydrobiologie"
1506,"coarse","green","Phragmites",45.48,5.04,0.005,10.5,"Chergui and Pattee 1990 Internationale Revue der Gesamte Hydrobiologie"
1507,"fine","senesced","Alnus",45.48,5.04,0.004,10.5,"Chergui and Pattee 1990 Internationale Revue der Gesamte Hydrobiologie"
1508,"fine","senesced","Populus",45.48,5.04,0.003,10.5,"Chergui and Pattee 1990 Internationale Revue der Gesamte Hydrobiologie"
1509,"fine","senesced","Salix",45.48,5.04,0.002,10.5,"Chergui and Pattee 1990 Internationale Revue der Gesamte Hydrobiologie"
1510,"fine","green","Potamogeton",45.48,5.04,0.009,10.5,"Chergui and Pattee 1990 Internationale Revue der Gesamte Hydrobiologie"
1511,"fine","green","Phragmites",45.48,5.04,0.003,10.5,"Chergui and Pattee 1990 Internationale Revue der Gesamte Hydrobiologie"
1512,"coarse","senesced","Acer",33.45,-84.23,0.0296916666666667,11.2333333333333,"Paul et al. 2006 Freshwater Biology"
1524,"coarse","senesced","Alnus",48.35,-85.16,0.0065,4.3,"Muto et al. 2011 Hydrobiologia"
1525,"fine","senesced","Alnus",48.35,-85.16,0.0012,4.3,"Muto et al. 2011 Hydrobiologia"
1526,"coarse","senesced","Betula",48.35,-85.16,0.0053,4.3,"Muto et al. 2011 Hydrobiologia"
1527,"fine","senesced","Betula",48.35,-85.16,0.0021,4.3,"Muto et al. 2011 Hydrobiologia"
1528,"coarse","senesced","Populus",48.35,-85.16,0.0035,4.3,"Muto et al. 2011 Hydrobiologia"
1529,"fine","senesced","Populus",48.35,-85.16,0.0019,4.3,"Muto et al. 2011 Hydrobiologia"
1560,"coarse","senesced","Alnus",40.041,-8.1238,0.06025,10.6,"Graca et al. 2001 JNABS"
1561,"coarse","senesced","Alnus",40.0444,-8.123,0.0347,10.55,"Graca et al. 2001 JNABS"
1562,"coarse","senesced","Alnus",40.0457,-8.1215,0.03875,11.1,"Graca et al. 2001 JNABS"
1563,"coarse","senesced","Alnus",40.0523,-8.1208,0.0461,11.55,"Graca et al. 2001 JNABS"
1564,"coarse","senesced","Alnus",40.053,-8.1218,0.0402,11.95,"Graca et al. 2001 JNABS"
1565,"coarse","senesced","Alnus",40.0556,-8.1402,0.0421,12.65,"Graca et al. 2001 JNABS"
1566,"coarse","senesced","Alnus",40.0813,-8.0841,0.04665,13.35,"Graca et al. 2001 JNABS"
1567,"coarse","senesced","Alnus",40.0501,-8.1818,0.04735,14.35,"Graca et al. 2001 JNABS"
1568,"coarse","senesced","Alnus",40.0342,-8.1759,0.0338,13.75,"Graca et al. 2001 JNABS"
1569,"coarse","senesced","Alnus",40.0929,-8.115,0.06515,14.95,"Graca et al. 2001 JNABS"
1570,"coarse","senesced","Alnus",40.1121,-8.2003,0.0525,16.35,"Graca et al. 2001 JNABS"
1571,"coarse","senesced","Alnus",40.092,-8.1145,0.0346,14.3,"Graca et al. 2001 JNABS"
1584,"coarse","senesced","Alnus",40.05,-8.14,0.04286,13.12,"Ferreira et al 2006a Archiv fur Hydrobiologie"
1594,"coarse","senesced","Alnus",40.04,-8.12,0.0245,9.2,"Ferreira et al 2006b Archiv fur Hydrobiologie"
1595,"coarse","senesced","Alnus",40.3,-8.18,0.0233,11.7,"Ferreira et al 2006b Archiv fur Hydrobiologie"
1596,"coarse","senesced","Quercus",41.04,-8.12,0.0072,9.2,"Ferreira et al 2006b Archiv fur Hydrobiologie"
1597,"coarse","senesced","Quercus",40.3,-8.18,0.0079,11.7,"Ferreira et al 2006b Archiv fur Hydrobiologie"
1598,"coarse","senesced","Alnus",43.19,-3.2,0.0297,8.8,"Ferreira et al 2006b Archiv fur Hydrobiologie"
1599,"coarse","senesced","Alnus",43.19,-3.19,0.0247,8.7,"Ferreira et al 2006b Archiv fur Hydrobiologie"
1600,"coarse","senesced","Quercus",43.19,-3.2,0.0104,8.8,"Ferreira et al 2006b Archiv fur Hydrobiologie"
1601,"coarse","senesced","Quercus",43.19,-3.19,0.0215,8.7,"Ferreira et al 2006b Archiv fur Hydrobiologie"
1602,"coarse","senesced","Liriodendron",36,-84.16,0.01,10.9,"Suberkropp et al 2001 Applied and Env. Microbiology"
1604,"coarse","senesced","Liriodendron",35,-83.25,0.005,7,"Suberkropp et al 2001 Applied and Env. Microbiology"
1614,"coarse","senesced","Alnus",51.36,11.27,0.0875,10.05,"Sridhar et al 2001 Aquatic microbial ecology"
1616,"coarse","senesced","Platanus",37.17,-80.03,0.0096,13.375,"Sponseller and Benfield 2001 JNABS"
1624,"coarse","senesced","Fagus",50.55,11.35,0.01095,16.3,"Spanhoff et al 2007 Water Air Soil Pollution"
1626,"coarse","senesced","Quercus",37.27,-83.12,0.00391666666666667,10.3,"Fritz et al. 2010 JNABS"
1632,"coarse","senesced","Alnus",49.5,19.49,0.011,3.3,"Fleituch and Leichtfried 2007 Int'l Rev. Hydro."
1633,"coarse","senesced","Alnus",47.85,15.04,0.019,6.8,"Fleituch and Leichtfried 2007 Int'l Rev. Hydro."
1634,"coarse","senesced","Liriodendron",33.01,-87.29,0.0151117647058824,12.3133333333333,"Suberkropp 1995 Can J. of Bot"
1637,"coarse","senesced","Fraxinus",49.52,20.02,0.0225449185,5.8,"Fleituch and Leichtfried 2004 Int'l Rev. Hydro."
