"Sorting.code","Mesh.size","Leaf.condition","Genus","latitude","longitude","mean_kd","mean_mean_daily_temp","Citation"
2589,"coarse","senesced","Phragmites",40.1025,9.0713,0.01435,12.5,"Pinna et al. 2004_Intl Rev Hydro"
2590,"coarse","senesced","Phragmites",40.1035,9.0643,0.0286,13.4,"Pinna et al. 2004_Intl Rev Hydro"
2591,"coarse","senesced","Phragmites",39.4935,8.5053,0.00165,10.4,"Pinna et al. 2004_Intl Rev Hydro"
2592,"coarse","senesced","Phragmites",39.4822,8.5216,0.0302,14.2,"Pinna et al. 2004_Intl Rev Hydro"
2593,"coarse","senesced","Phragmites",39.494,8.5308,0.00675,11.5,"Pinna et al. 2004_Intl Rev Hydro"
2594,"coarse","senesced","Phragmites",39.4932,8.5423,0.0084,13.6,"Pinna et al. 2004_Intl Rev Hydro"
2607,"fine","senesced","Alnus",41.33,-8.25,0.0114,10.4,"Pascoal et al. 2005_Arch Hydrobio"
2609,"fine","green","Alnus",41.33,-8.25,0.017875,11.05,"Duarte et al. 2008 Microb Ecol"
2619,"coarse","senesced","Alnus",53.2815,-7.5614,0.033975,5.15,"Hladyz et al. 2010 FWB"
2623,"fine","senesced","Alnus",53.2815,-7.5614,0.018,5.15,"Hladyz et al. 2010 FWB"
2627,"coarse","senesced","Quercus",53.2815,-7.5614,0.01295,5.15,"Hladyz et al. 2010 FWB"
2631,"fine","senesced","Quercus",53.2815,-7.5614,0.007125,5.15,"Hladyz et al. 2010 FWB"
2641,"coarse","senesced","Alnus",51.59,11.41,0.00766666666666667,10.15,"Krauss et al. 2005 Archiv"
2647,"coarse","senesced","Melicytus",-39.2,174.1,0.0277,11.5,"Linklater 1995 Hydrobiologia"
2648,"coarse","senesced","Nothofagus",-39.2,174.1,0.0187,10,"Linklater 1995 Hydrobiologia"
2650,"coarse","senesced","Fagus",45.44,-64.12,0.00185,3.9,"Maharning and Barlocher 1996 Mycologia"
2651,"coarse","senesced","Quercus",45.44,-64.12,0.00326666666666667,6.3,"Maharning and Barlocher 1996 Mycologia"
2656,"coarse","senesced","Acer",45.44,-64.12,0.0089,8.1,"Maharning and Barlocher 1996 Mycologia"
2657,"coarse","senesced","Betula",45.44,-64.12,0.0035,5.1,"Maharning and Barlocher 1996 Mycologia"
2666,"fine","senesced","Castanea",40.05,-8.12,0.016825,14.6,"Abelho and Graca 2006. Hydrobiologia"
2674,"coarse","senesced","Eucalyptus",40.56,-8.13,0.0112,12,"Abelho and Graca 1996.Hydrobiologia"
2677,"coarse","green","Castanea",40.56,-8.13,0.0101,12,"Abelho and Graca 1996.Hydrobiologia"
2680,"fine","senesced","Castanea",40.6,-8.14,0.0073,10.3,"Abelho 2009b Internat Rev Hydrobiol_ATP and ergosterol"
2687,"coarse","senesced","Acer",43.41,-92.03,0.0166666666666667,9.56666666666667,"Bartodziej and Perry 1990"
2690,"fine","senesced","Acer",43.41,-92.03,0.0493333333333333,9.56666666666667,"Bartodziej and Perry 1990"
2693,"coarse","senesced","Acer",32.55,-87.27,0.004,14.8,"Carter and Suberkropp 2004"
2694,"coarse","senesced","Acer",33.02,-87,0.014,15.6,"Carter and Suberkropp 2004"
2695,"coarse","senesced","Liquidambar",22.08,114.1667,0.0207684210526316,21.2466666666667,"Niu and Dudgeon_2011_Hydrobiologia"
2733,"coarse","senesced","Alnus",63.05,18.98,0.018,7.06666666666667,"McKie et al. 2006 Journal of Applied Ecology"
2736,"fine","senesced","Alnus",63.05,18.98,0.00666666666666667,7.06666666666667,"McKie et al. 2006 Journal of Applied Ecology"
2757,"coarse","senesced","Fraxinus",42.52,1.45,0.0515,7.1,"Gessner and Chauvet 1994 Ecology"
2759,"coarse","senesced","Alnus",42.52,1.45,0.0235333333333333,6.23333333333333,"Gessner and Chauvet 1994 Ecology"
2760,"coarse","senesced","Corylus",42.52,1.45,0.0146,7.1,"Gessner and Chauvet 1994 Ecology"
2761,"coarse","senesced","Platanus",42.52,1.45,0.0052,7.1,"Gessner and Chauvet 1994 Ecology"
2762,"coarse","senesced","Fagus",42.52,1.45,0.0036,4.05,"Gessner and Chauvet 1994 Ecology"
2763,"coarse","green","Quercus",42.52,1.45,0.0042,7.1,"Gessner and Chauvet 1994 Ecology"
2766,"coarse","green","Alnus",51.1146,14.0331,0.0252,5,"Gessner et al 1991 Verh Int Ver Limnol"
2767,"coarse","senesced","Salix",51.1146,14.0331,0.0246,5,"Gessner et al 1991 Verh Int Ver Limnol"
2798,"coarse","senesced","Salix",69.0243,147.718,0.0254571428571429,5.73809523809524,"Benstead and Huryn 2011 FWB"
2822,"coarse","senesced","Populus",41.46,15.18,0.0198,12,"Dieter et al_2011_Aquat Sci"
2823,"coarse","senesced","Populus",52.21,14.11,0.0218333333333333,3.9,"Dieter et al_2011_Aquat Sci"
2825,"coarse","senesced","Populus",38.08,2.13,0.00773333333333333,11.5,"Dieter et al_2011_Aquat Sci"
2826,"coarse","senesced","Populus",42.12,1.49,0.0113,5.6,"Dieter et al_2011_Aquat Sci"
2837,"fine","senesced","Populus",41.46,15.18,0.0151333333333333,12,"Dieter et al_2011_Aquat Sci"
2838,"fine","senesced","Populus",52.21,14.11,0.0064,3.9,"Dieter et al_2011_Aquat Sci"
2839,"fine","senesced","Populus",41.42,2.34,0.0112333333333333,11.8,"Dieter et al_2011_Aquat Sci"
2840,"fine","senesced","Populus",38.08,2.13,0.0078,11.5,"Dieter et al_2011_Aquat Sci"
2841,"fine","senesced","Populus",42.12,1.49,0.0026,5.6,"Dieter et al_2011_Aquat Sci"
2852,"coarse","senesced","Acer",39.3,-79.4,0.012225,5.6,"Griffith and Perry_1994_Hydrobiologia"
2856,"coarse","senesced","Quercus",39.3,-79.4,0.0085,5.6,"Griffith and Perry_1994_Hydrobiologia"
2860,"coarse","senesced","Alnus",47,5,0.00261,7.19,"Datry et al_2011_Aquat Sci"
2872,"coarse","senesced","Alnus",41.31,2.21,0.046,5.5,"Menendez et al_2011_Hydrobiologia"
2873,"coarse","senesced","Alnus",41.32,2.13,0.033,2.3,"Menendez et al_2011_Hydrobiologia"
2874,"coarse","senesced","Alnus",41.27,2.09,0.006,4.9,"Menendez et al_2011_Hydrobiologia"
2875,"coarse","senesced","Alnus",41.29,2.16,0.028,6.5,"Menendez et al_2011_Hydrobiologia"
2876,"coarse","senesced","Alnus",41.45,2.16,0.008,5.1,"Menendez et al_2011_Hydrobiologia"
2877,"coarse","senesced","Alnus",52.1009,13.1232,0.0251666666666667,11.8166666666667,"Schlief and Munz_2011_IntlRevHydro"
2889,"coarse","senesced","Populus",47.1213,18.3718,0.0058,8,"Kovacs et al 2011 Polish J of Env Studies"
2890,"coarse","senesced","Quercus",47.1213,18.3718,0.0043,8.3,"Kovacs et al 2011 Polish J of Env Studies"
2891,"coarse","senesced","Populus",47.2283,17.506,0.0078,8.1,"Kovacs et al 2011 Polish J of Env Studies"
2892,"coarse","senesced","Quercus",47.2283,17.506,0.0077,8.1,"Kovacs et al 2011 Polish J of Env Studies"
2893,"coarse","senesced","Populus",47.0848,17.344,0.0045,11.5,"Kovacs et al 2011 Polish J of Env Studies"
2894,"coarse","senesced","Salix",47.0848,17.344,0.0062,11.5,"Kovacs et al 2011 Polish J of Env Studies"
2895,"coarse","senesced","Populus",47.0708,17.2524,0.0053,13.4,"Kovacs et al 2011 Polish J of Env Studies"
2896,"coarse","senesced","Salix",47.0708,17.2524,0.0055,13.4,"Kovacs et al 2011 Polish J of Env Studies"
2898,"coarse","senesced","Populus",47.11,17.4078,0.0078,7.9,"Kovacs et al 2011 Polish J of Env Studies"
2899,"coarse","senesced","Populus",47.059,17.2815,0.0109,8,"Kovacs et al 2011 Polish J of Env Studies"
2900,"coarse","senesced","Populus",47.0637,17.2609,0.0114,7.9,"Kovacs et al 2011 Polish J of Env Studies"
2901,"coarse","senesced","Salix",47.1213,18.3718,0.0065,7.7,"Kovacs et al 2011 Polish J of Env Studies"
2902,"coarse","senesced","Salix",47.11,17.4078,0.0082,7.9,"Kovacs et al 2011 Polish J of Env Studies"
2903,"coarse","senesced","Salix",47.059,17.2815,0.0111,8,"Kovacs et al 2011 Polish J of Env Studies"
2904,"coarse","senesced","Salix",47.0637,17.2609,0.0131,7.9,"Kovacs et al 2011 Polish J of Env Studies"
2905,"coarse","senesced","Fagus",43.356,1.264,0.0052,5.5,"Chauvet et al 1993 CJFAS"
2906,"coarse","senesced","Salix",43.356,1.264,0.0147,5.5,"Chauvet et al 1993 CJFAS"
2908,"coarse","senesced","Salix",42.52,1.45,0.0094,1,"Chauvet et al 1993 CJFAS"
2909,"coarse","green","Alnus",54.06,10.15,0.157,11.9,"Baldy and Gessner 1997 C.R.Acad.Sci.Paris"
2910,"fine","green","Alnus",54.06,10.15,0.064,11.9,"Baldy and Gessner 1997 C.R.Acad.Sci.Paris"
2913,"coarse","senesced","Alnus",47.48,8.19,0.0352,4.7,"Hieber and Gessner 2002 Ecology"
2914,"coarse","senesced","Salix",47.48,8.19,0.027,4.7,"Hieber and Gessner 2002 Ecology"
2915,"coarse","senesced","Alnus",51.57,-8.06,0.0841,8.1,"Hladyz et al. 2009 Freshwater Biology"
2916,"coarse","senesced","Fraxinus",51.57,-8.06,0.0855,8.1,"Hladyz et al. 2009 Freshwater Biology"
2917,"coarse","senesced","Fagus",51.57,-8.06,0.0045,8.1,"Hladyz et al. 2009 Freshwater Biology"
2919,"coarse","senesced","Corylus",51.57,-8.06,0.0163,8.1,"Hladyz et al. 2009 Freshwater Biology"
2920,"coarse","senesced","Ilex",51.57,-8.06,0.0101,8.1,"Hladyz et al. 2009 Freshwater Biology"
2925,"coarse","senesced","Quercus",51.57,-8.06,0.0081,8.1,"Hladyz et al. 2009 Freshwater Biology"
2926,"coarse","senesced","Acer",51.57,-8.06,0.0194,8.1,"Hladyz et al. 2009 Freshwater Biology"
2929,"coarse","senesced","Rhododendron",51.57,-8.06,0.0021,8.1,"Hladyz et al. 2009 Freshwater Biology"
2930,"fine","senesced","Alnus",51.57,-8.06,0.0187,8.1,"Hladyz et al. 2009 Freshwater Biology"
2931,"fine","senesced","Fraxinus",51.57,-8.06,0.0206,8.1,"Hladyz et al. 2009 Freshwater Biology"
2932,"fine","senesced","Fagus",51.57,-8.06,9e-04,8.1,"Hladyz et al. 2009 Freshwater Biology"
2934,"fine","senesced","Corylus",51.57,-8.06,0.0094,8.1,"Hladyz et al. 2009 Freshwater Biology"
2935,"fine","senesced","Ilex",51.57,-8.06,0.009,8.1,"Hladyz et al. 2009 Freshwater Biology"
2940,"fine","senesced","Quercus",51.57,-8.06,0.0021,8.1,"Hladyz et al. 2009 Freshwater Biology"
2941,"fine","senesced","Acer",51.57,-8.06,0.00373333333333333,8.1,"Hladyz et al. 2009 Freshwater Biology"
2944,"fine","senesced","Rhododendron",51.57,-8.06,5e-04,8.1,"Hladyz et al. 2009 Freshwater Biology"
2945,"fine","senesced","Alnus",63.8,20.2,0.012025,1.4,"McKie et al. 2009 Oecologia"
2949,"fine","senesced","Larix",46.2928,9.5356,0.00284,1.76,"Robinson et al 2000 JNABS"
2954,"fine","senesced","Alnus",46.2928,9.5356,0.0062,4.8,"Robinson and Gessner 2000 Oecologia"
2955,"coarse","senesced","Alnus",46.2928,9.5356,0.02105,4.8,"Robinson and Gessner 2000 Oecologia"
2957,"coarse","senesced","Alnus",47.21,8.34,0.0477777777777778,7.67777777777778,"Woodward et al. 2012 Science"
2967,"coarse","senesced","Alnus",43.4,-3.27,0.06348,8,"Woodward et al. 2012 Science"
2977,"coarse","senesced","Alnus",44.16,1.68,0.13173,9.65,"Woodward et al. 2012 Science"
2987,"coarse","senesced","Alnus",53.3,-1.83,0.0536,5.47,"Woodward et al. 2012 Science"
2997,"coarse","senesced","Alnus",52.83,-9.08,0.06603,8.7,"Woodward et al. 2012 Science"
3007,"coarse","senesced","Alnus",64.1,20.27,0.00764444444444444,0.644444444444444,"Woodward et al. 2012 Science"
3017,"coarse","senesced","Alnus",49.6,20.16,0.01161,2.68,"Woodward et al. 2012 Science"
3027,"coarse","senesced","Alnus",40.3,-8.22,0.05658,11.41,"Woodward et al. 2012 Science"
3037,"coarse","senesced","Alnus",45.35,25.58,0.0445,4.8,"Woodward et al. 2012 Science"
3047,"coarse","senesced","Alnus",56.07,13.12,0.03445,3.96,"Woodward et al. 2012 Science"
3057,"fine","senesced","Alnus",47.21,8.34,0.01206,7.79,"Woodward et al. 2012 Science"
3067,"fine","senesced","Alnus",43.4,-3.27,0.01438,8,"Woodward et al. 2012 Science"
3077,"fine","senesced","Alnus",44.16,1.68,0.01798,9.65,"Woodward et al. 2012 Science"
3087,"fine","senesced","Alnus",53.3,-1.83,0.03012,5.47,"Woodward et al. 2012 Science"
3097,"fine","senesced","Alnus",52.83,-9.08,0.01433,8.7,"Woodward et al. 2012 Science"
3107,"fine","senesced","Alnus",64.1,20.27,0.00567,0.62,"Woodward et al. 2012 Science"
3117,"fine","senesced","Alnus",49.6,20.16,0.00575,2.68,"Woodward et al. 2012 Science"
3127,"fine","senesced","Alnus",40.3,-8.22,0.01503,11.41,"Woodward et al. 2012 Science"
3137,"fine","senesced","Alnus",45.35,25.58,0.02847,4.8,"Woodward et al. 2012 Science"
3147,"fine","senesced","Alnus",56.07,13.12,0.00876,3.96,"Woodward et al. 2012 Science"
3157,"coarse","senesced","Quercus",47.21,8.34,0.0183333333333333,7.37777777777778,"Woodward et al. 2012 Science"
3167,"coarse","senesced","Quercus",43.4,-3.27,0.0330333333333333,7.8,"Woodward et al. 2012 Science"
3177,"coarse","senesced","Quercus",44.16,1.68,0.0253375,8.0375,"Woodward et al. 2012 Science"
3187,"coarse","senesced","Quercus",53.3,-1.83,0.0146,5.45,"Woodward et al. 2012 Science"
3197,"coarse","senesced","Quercus",52.83,-9.08,0.02045,7.91,"Woodward et al. 2012 Science"
3207,"coarse","senesced","Quercus",64.1,20.27,0.00517,0.62,"Woodward et al. 2012 Science"
3217,"coarse","senesced","Quercus",49.6,20.16,0.00483,2.01,"Woodward et al. 2012 Science"
3227,"coarse","senesced","Quercus",40.3,-8.22,0.0200111111111111,10.2555555555556,"Woodward et al. 2012 Science"
3237,"coarse","senesced","Quercus",45.35,25.58,0.00613,3.17,"Woodward et al. 2012 Science"
3247,"coarse","senesced","Quercus",56.07,13.12,0.01168,2.44,"Woodward et al. 2012 Science"
3257,"fine","senesced","Quercus",47.21,8.34,0.00537777777777778,7.37777777777778,"Woodward et al. 2012 Science"
3267,"fine","senesced","Quercus",43.4,-3.27,0.0206,7.87,"Woodward et al. 2012 Science"
3277,"fine","senesced","Quercus",44.16,1.68,0.00546,7.94,"Woodward et al. 2012 Science"
3288,"fine","senesced","Quercus",53.3,-1.83,0.00748888888888889,5.42222222222222,"Woodward et al. 2012 Science"
3297,"fine","senesced","Quercus",52.83,-9.08,0.00522,7.91,"Woodward et al. 2012 Science"
3307,"fine","senesced","Quercus",64.1,20.27,0.00454,0.62,"Woodward et al. 2012 Science"
3317,"fine","senesced","Quercus",49.6,20.16,0.00243,2.01,"Woodward et al. 2012 Science"
3327,"fine","senesced","Quercus",40.3,-8.22,0.00894,10.3,"Woodward et al. 2012 Science"
3337,"fine","senesced","Quercus",45.35,25.58,0.004,3.17,"Woodward et al. 2012 Science"
3347,"fine","senesced","Quercus",56.07,13.12,0.00308,2.44,"Woodward et al. 2012 Science"
3357,"coarse","senesced","Ulmus",47.4751,8.1928,0.0262,2.3,"Schindler and Gessner 2009 Ecology"
3358,"coarse","senesced","Fraxinus",47.4751,8.1928,0.0172,2.3,"Schindler and Gessner 2009 Ecology"
3359,"coarse","senesced","Alnus",47.4751,8.1928,0.0104,2.3,"Schindler and Gessner 2009 Ecology"
3360,"coarse","senesced","Acer",47.4751,8.1928,0.0122,2.3,"Schindler and Gessner 2009 Ecology"
3361,"coarse","senesced","Salix",47.4751,8.1928,0.0108,2.3,"Schindler and Gessner 2009 Ecology"
3362,"coarse","senesced","Corylus",47.4751,8.1928,0.0076,2.3,"Schindler and Gessner 2009 Ecology"
3363,"coarse","senesced","Platanus",47.4751,8.1928,0.0076,2.3,"Schindler and Gessner 2009 Ecology"
3364,"coarse","senesced","Quercus",47.4751,8.1928,0.0052,2.3,"Schindler and Gessner 2009 Ecology"
3365,"coarse","senesced","Fagus",47.4751,8.1928,0.0037,2.3,"Schindler and Gessner 2009 Ecology"
3367,"fine","senesced","Ulmus",47.4751,8.1928,0.0104,2.3,"Schindler and Gessner 2009 Ecology"
3368,"fine","senesced","Fraxinus",47.4751,8.1928,0.0081,2.3,"Schindler and Gessner 2009 Ecology"
3369,"fine","senesced","Alnus",47.4751,8.1928,0.0039,2.3,"Schindler and Gessner 2009 Ecology"
3370,"fine","senesced","Acer",47.4751,8.1928,0.0085,2.3,"Schindler and Gessner 2009 Ecology"
3371,"fine","senesced","Salix",47.4751,8.1928,0.0054,2.3,"Schindler and Gessner 2009 Ecology"
3372,"fine","senesced","Corylus",47.4751,8.1928,0.0021,2.3,"Schindler and Gessner 2009 Ecology"
3373,"fine","senesced","Platanus",47.4751,8.1928,0.0025,2.3,"Schindler and Gessner 2009 Ecology"
3374,"fine","senesced","Quercus",47.4751,8.1928,0.0031,2.3,"Schindler and Gessner 2009 Ecology"
3375,"fine","senesced","Fagus",47.4751,8.1928,7e-04,2.3,"Schindler and Gessner 2009 Ecology"
3395,"coarse","senesced","Alnus",48.2821,2.4758,0.02175,6.3,"Bruder et al. 2011 Functional Ecology"
3403,"coarse","senesced","Quercus",48.2821,2.4758,0.00925,6.3,"Bruder et al. 2011 Functional Ecology"
3411,"coarse","senesced","Populus",45.571,12.5419,0.0125,8.5,"Tiegs et al. 2007 JNABS"
3413,"fine","senesced","Populus",45.571,12.5419,0.009,8.5,"Tiegs et al. 2007 JNABS"
3415,"coarse","senesced","Populus",47.5,8.48,0.0814426470588235,3.92537313432836,"Tiegs et al. 2009 Oecologia"
3479,"fine","senesced","Populus",47.5,8.48,0.0817058823529412,3.92537313432836,"Tiegs et al. 2009 Oecologia"
3551,"coarse","senesced","Platanus",36.5347,-3.5143,0.00285,14.2,"Casas & Gessner 1999 Freshwater Biology"
3552,"coarse","senesced","Populus",36.5347,-3.5143,0.0063,14.2,"Casas & Gessner 1999 Freshwater Biology"
3553,"coarse","senesced","Salix",36.5347,-3.5143,0.00545,14.2,"Casas & Gessner 1999 Freshwater Biology"
3559,"coarse","senesced","Alnus",46.2928,9.5357,0.011425,1.575,"Robinson et al. 1998 Freshw Biol, Gessner et al. 1998 J-NABS"
3563,"fine","senesced","Alnus",46.2928,9.5357,0.0033,1.575,"Robinson et al. 1998 Freshw Biol, Gessner et al. 1998 J-NABS"
3567,"coarse","senesced","Acer",35.58,-84.17,0.03594,11.72,"Griffiths et al. unpublished"
3572,"coarse","senesced","Liriodendron",35.58,-84.17,0.02592,11.72,"Griffiths et al. unpublished"
3577,"coarse","senesced","Quercus",35.58,-84.17,0.01234,11.72,"Griffiths et al. unpublished"
